year,month,day,type,url,dayStartDateSession,monthStartDateSession,dayEndDateSession,monthEndDateSession,ojCol,ojNum,ojYear,ojClass,ojDate
2019,01,14,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-01-14-TOC_EN.html,14,01,17,01,NA,0,0,NA,NA
2019,01,15,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-01-15-TOC_EN.html,14,01,17,01,NA,0,0,NA,NA
2019,01,16,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-01-16-TOC_EN.html,14,01,17,01,NA,0,0,NA,NA
2019,01,17,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-01-17-TOC_EN.html,14,01,17,01,NA,0,0,NA,NA
2019,01,30,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-01-30-TOC_EN.html,30,01,31,01,NA,0,0,NA,NA
2019,01,31,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-01-31-TOC_EN.html,30,01,31,01,NA,0,0,NA,NA
2019,02,11,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-02-11-TOC_EN.html,11,02,14,02,NA,0,0,NA,NA
2019,02,12,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-02-12-TOC_EN.html,11,02,14,02,NA,0,0,NA,NA
2019,02,13,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-02-13-TOC_EN.html,11,02,14,02,NA,0,0,NA,NA
2019,02,14,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-02-14-TOC_EN.html,11,02,14,02,NA,0,0,NA,NA
2019,03,11,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-11-TOC_EN.html,11,03,14,03,NA,0,0,NA,NA
2019,03,12,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-12-TOC_EN.html,11,03,14,03,NA,0,0,NA,NA
2019,03,13,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-13-TOC_EN.html,11,03,14,03,NA,0,0,NA,NA
2019,03,14,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-14-TOC_EN.html,11,03,14,03,NA,0,0,NA,NA
2019,03,25,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-25-TOC_EN.html,25,03,28,03,NA,0,0,NA,NA
2019,03,26,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-26-TOC_EN.html,25,03,28,03,NA,0,0,NA,NA
2019,03,27,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-27-TOC_EN.html,25,03,28,03,NA,0,0,NA,NA
2019,03,28,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-03-28-TOC_EN.html,25,03,28,03,NA,0,0,NA,NA
2019,04,03,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-04-03-TOC_EN.html,03,04,04,04,NA,0,0,NA,NA
2019,04,04,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-04-04-TOC_EN.html,03,04,04,04,NA,0,0,NA,NA
2019,04,15,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-04-15-TOC_EN.html,15,04,18,04,NA,0,0,NA,NA
2019,04,16,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-04-16-TOC_EN.html,15,04,18,04,NA,0,0,NA,NA
2019,04,17,SES,https://www.europarl.europa.eu/doceo/document/CRE-8-2019-04-17-TOC_EN.html,15,04,18,04,NA,0,0,NA,NA
